title,title_detail,links,link,id,guidislink,published,published_parsed
[HorribleSubs] Kyoukai no Rinne - 72 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Kyoukai no Rinne - 72 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:ZGWYNUE6OOO25E2BKG5DW4ACHTB2BUPV&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:ZGWYNUE6OOO25E2BKG5DW4ACHTB2BUPV&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,ZGWYNUE6OOO25E2BKG5DW4ACHTB2BUPV,False,"Sat, 02 Sep 2017 15:37:58 +0000","time.struct_time(tm_year=2017, tm_mon=9, tm_mday=2, tm_hour=15, tm_min=37, tm_sec=58, tm_wday=5, tm_yday=245, tm_isdst=0)"
[HorribleSubs] Action Heroine Cheer Fruits - 08 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Action Heroine Cheer Fruits - 08 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:LZPDMLPYKCDKCJJG6HUPYWUS5TEJWWTO&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:LZPDMLPYKCDKCJJG6HUPYWUS5TEJWWTO&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,LZPDMLPYKCDKCJJG6HUPYWUS5TEJWWTO,False,"Sat, 02 Sep 2017 15:35:35 +0000","time.struct_time(tm_year=2017, tm_mon=9, tm_mday=2, tm_hour=15, tm_min=35, tm_sec=35, tm_wday=5, tm_yday=245, tm_isdst=0)"
[HorribleSubs] Hitorijime My Hero - 09 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Hitorijime My Hero - 09 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:W4M34XAVSVBBUHEYKZZKEVZ7BS6YMTFA&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:W4M34XAVSVBBUHEYKZZKEVZ7BS6YMTFA&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,W4M34XAVSVBBUHEYKZZKEVZ7BS6YMTFA,False,"Sat, 02 Sep 2017 15:05:09 +0000","time.struct_time(tm_year=2017, tm_mon=9, tm_mday=2, tm_hour=15, tm_min=5, tm_sec=9, tm_wday=5, tm_yday=245, tm_isdst=0)"
[HorribleSubs] Re-Creators - 20 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Re-Creators - 20 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:W5PS3UOE5PYERDOUWD2BPUSL6BOLZVE2&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:W5PS3UOE5PYERDOUWD2BPUSL6BOLZVE2&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,W5PS3UOE5PYERDOUWD2BPUSL6BOLZVE2,False,"Sat, 02 Sep 2017 15:03:55 +0000","time.struct_time(tm_year=2017, tm_mon=9, tm_mday=2, tm_hour=15, tm_min=3, tm_sec=55, tm_wday=5, tm_yday=245, tm_isdst=0)"
[HorribleSubs] Detective Conan - 871 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Detective Conan - 871 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:EW5J7L5EP5UARYHJHWNFOPUL75TFBRZD&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:EW5J7L5EP5UARYHJHWNFOPUL75TFBRZD&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,EW5J7L5EP5UARYHJHWNFOPUL75TFBRZD,False,"Sat, 02 Sep 2017 14:59:32 +0000","time.struct_time(tm_year=2017, tm_mon=9, tm_mday=2, tm_hour=14, tm_min=59, tm_sec=32, tm_wday=5, tm_yday=245, tm_isdst=0)"
[HorribleSubs] Boku no Hero Academia - 34 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Boku no Hero Academia - 34 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:53GDU6TCUWGHPRQTXFRH62S7KIAOF5QQ&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:53GDU6TCUWGHPRQTXFRH62S7KIAOF5QQ&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,53GDU6TCUWGHPRQTXFRH62S7KIAOF5QQ,False,"Sat, 02 Sep 2017 13:36:22 +0000","time.struct_time(tm_year=2017, tm_mon=9, tm_mday=2, tm_hour=13, tm_min=36, tm_sec=22, tm_wday=5, tm_yday=245, tm_isdst=0)"
[HorribleSubs] Monster Strike 2 - 23 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Monster Strike 2 - 23 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:47TC6LA5NLAYUPW6HI7OLLNSEPXCD3XS&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:47TC6LA5NLAYUPW6HI7OLLNSEPXCD3XS&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,47TC6LA5NLAYUPW6HI7OLLNSEPXCD3XS,False,"Sat, 02 Sep 2017 10:40:45 +0000","time.struct_time(tm_year=2017, tm_mon=9, tm_mday=2, tm_hour=10, tm_min=40, tm_sec=45, tm_wday=5, tm_yday=245, tm_isdst=0)"
[HorribleSubs] Hina Logi - From Luck & Logic - 10 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Hina Logi - From Luck & Logic - 10 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:5QUSFIHOIREZOA7HBQKF5EV7DU57PPBY&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:5QUSFIHOIREZOA7HBQKF5EV7DU57PPBY&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,5QUSFIHOIREZOA7HBQKF5EV7DU57PPBY,False,"Sat, 02 Sep 2017 08:32:12 +0000","time.struct_time(tm_year=2017, tm_mon=9, tm_mday=2, tm_hour=8, tm_min=32, tm_sec=12, tm_wday=5, tm_yday=245, tm_isdst=0)"
[HorribleSubs] PriPri Chii-chan!! - 21 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] PriPri Chii-chan!! - 21 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:G4BIDTBHH65PS6V6MWDNG4XV63G66QKO&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:G4BIDTBHH65PS6V6MWDNG4XV63G66QKO&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,G4BIDTBHH65PS6V6MWDNG4XV63G66QKO,False,"Sat, 02 Sep 2017 07:30:30 +0000","time.struct_time(tm_year=2017, tm_mon=9, tm_mday=2, tm_hour=7, tm_min=30, tm_sec=30, tm_wday=5, tm_yday=245, tm_isdst=0)"
[HorribleSubs] 100% Pascal-sensei - 21 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] 100% Pascal-sensei - 21 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:HF3SJ37CNMJHHVA7EUIUXIKQM4CLNU4D&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:HF3SJ37CNMJHHVA7EUIUXIKQM4CLNU4D&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,HF3SJ37CNMJHHVA7EUIUXIKQM4CLNU4D,False,"Sat, 02 Sep 2017 06:45:11 +0000","time.struct_time(tm_year=2017, tm_mon=9, tm_mday=2, tm_hour=6, tm_min=45, tm_sec=11, tm_wday=5, tm_yday=245, tm_isdst=0)"
[HorribleSubs] Bonobono - 73 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Bonobono - 73 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:766DIPKRW4TONAY3WWRKB3RKDPJ4TCF7&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:766DIPKRW4TONAY3WWRKB3RKDPJ4TCF7&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,766DIPKRW4TONAY3WWRKB3RKDPJ4TCF7,False,"Sat, 02 Sep 2017 00:12:20 +0000","time.struct_time(tm_year=2017, tm_mon=9, tm_mday=2, tm_hour=0, tm_min=12, tm_sec=20, tm_wday=5, tm_yday=245, tm_isdst=0)"
[HorribleSubs] Made in Abyss - 09 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Made in Abyss - 09 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:MDT3E5UCYSG37AZNELIQOBENI6JWWHWO&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:MDT3E5UCYSG37AZNELIQOBENI6JWWHWO&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,MDT3E5UCYSG37AZNELIQOBENI6JWWHWO,False,"Fri, 01 Sep 2017 20:25:08 +0000","time.struct_time(tm_year=2017, tm_mon=9, tm_mday=1, tm_hour=20, tm_min=25, tm_sec=8, tm_wday=4, tm_yday=244, tm_isdst=0)"
