title,title_detail,links,link,id,guidislink,published,published_parsed
[HorribleSubs] Musekinin Galaxy Tylor - 08 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Musekinin Galaxy Tylor - 08 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:WPBKHCGM5AI57GLKGOXA2VR3NQOKECQT&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:WPBKHCGM5AI57GLKGOXA2VR3NQOKECQT&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,WPBKHCGM5AI57GLKGOXA2VR3NQOKECQT,False,"Wed, 30 Aug 2017 16:31:02 +0000","time.struct_time(tm_year=2017, tm_mon=8, tm_mday=30, tm_hour=16, tm_min=31, tm_sec=2, tm_wday=2, tm_yday=242, tm_isdst=0)"
[HorribleSubs] Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e - 08 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e - 08 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:O2EC2SYOOUJVFBIEK32X7ALRFVEATUL7&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:O2EC2SYOOUJVFBIEK32X7ALRFVEATUL7&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,O2EC2SYOOUJVFBIEK32X7ALRFVEATUL7,False,"Wed, 30 Aug 2017 16:09:12 +0000","time.struct_time(tm_year=2017, tm_mon=8, tm_mday=30, tm_hour=16, tm_min=9, tm_sec=12, tm_wday=2, tm_yday=242, tm_isdst=0)"
[HorribleSubs] Teekyu S9 - 104 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Teekyu S9 - 104 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:AOUK6SZBGY7JFSDK4TPEUN4BT7DWMNCJ&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:AOUK6SZBGY7JFSDK4TPEUN4BT7DWMNCJ&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,AOUK6SZBGY7JFSDK4TPEUN4BT7DWMNCJ,False,"Wed, 30 Aug 2017 15:55:47 +0000","time.struct_time(tm_year=2017, tm_mon=8, tm_mday=30, tm_hour=15, tm_min=55, tm_sec=47, tm_wday=2, tm_yday=242, tm_isdst=0)"
[HorribleSubs] Dream Festival! R - 02 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Dream Festival! R - 02 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:ANT56R43XYL5JQJEDKVLQRZZDTU2GUBF&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:ANT56R43XYL5JQJEDKVLQRZZDTU2GUBF&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,ANT56R43XYL5JQJEDKVLQRZZDTU2GUBF,False,"Wed, 30 Aug 2017 15:41:01 +0000","time.struct_time(tm_year=2017, tm_mon=8, tm_mday=30, tm_hour=15, tm_min=41, tm_sec=1, tm_wday=2, tm_yday=242, tm_isdst=0)"
[HorribleSubs] Hajimete no Gal - 08 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Hajimete no Gal - 08 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:3225XLEPY4M2WLG5JM34S6B7H5EJEGRL&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:3225XLEPY4M2WLG5JM34S6B7H5EJEGRL&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,3225XLEPY4M2WLG5JM34S6B7H5EJEGRL,False,"Wed, 30 Aug 2017 15:38:21 +0000","time.struct_time(tm_year=2017, tm_mon=8, tm_mday=30, tm_hour=15, tm_min=38, tm_sec=21, tm_wday=2, tm_yday=242, tm_isdst=0)"
[HorribleSubs] Saiyuki Reload Blast - 09 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Saiyuki Reload Blast - 09 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:TOHPBUKYK57SRUQKAEAZVRIO4WYUDZ6P&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:TOHPBUKYK57SRUQKAEAZVRIO4WYUDZ6P&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,TOHPBUKYK57SRUQKAEAZVRIO4WYUDZ6P,False,"Wed, 30 Aug 2017 15:08:28 +0000","time.struct_time(tm_year=2017, tm_mon=8, tm_mday=30, tm_hour=15, tm_min=8, tm_sec=28, tm_wday=2, tm_yday=242, tm_isdst=0)"
[HorribleSubs] Nora to Oujo to Noraneko Heart - 08 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Nora to Oujo to Noraneko Heart - 08 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:XL7WBVAZUJNSDHJKZBJMHHYRQWBFAGAB&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:XL7WBVAZUJNSDHJKZBJMHHYRQWBFAGAB&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,XL7WBVAZUJNSDHJKZBJMHHYRQWBFAGAB,False,"Wed, 30 Aug 2017 14:46:49 +0000","time.struct_time(tm_year=2017, tm_mon=8, tm_mday=30, tm_hour=14, tm_min=46, tm_sec=49, tm_wday=2, tm_yday=242, tm_isdst=0)"
[HorribleSubs] Netsuzou TRap - NTR - 09 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Netsuzou TRap - NTR - 09 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:YVLFEHU3MORQVL3G5YRQWU3ZPXIOXGLB&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:YVLFEHU3MORQVL3G5YRQWU3ZPXIOXGLB&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,YVLFEHU3MORQVL3G5YRQWU3ZPXIOXGLB,False,"Wed, 30 Aug 2017 12:33:55 +0000","time.struct_time(tm_year=2017, tm_mon=8, tm_mday=30, tm_hour=12, tm_min=33, tm_sec=55, tm_wday=2, tm_yday=242, tm_isdst=0)"
[HorribleSubs] Yu-Gi-Oh! VRAINS - 16 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Yu-Gi-Oh! VRAINS - 16 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:XODEWUA47LULPTU67EPV5OLY24Z3DGNE&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:XODEWUA47LULPTU67EPV5OLY24Z3DGNE&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,XODEWUA47LULPTU67EPV5OLY24Z3DGNE,False,"Wed, 30 Aug 2017 11:03:52 +0000","time.struct_time(tm_year=2017, tm_mon=8, tm_mday=30, tm_hour=11, tm_min=3, tm_sec=52, tm_wday=2, tm_yday=242, tm_isdst=0)"
[HorribleSubs] Boruto - Naruto Next Generations - 22 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Boruto - Naruto Next Generations - 22 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:PXSWAPIYAABWUNN5CYQHSOSF3NL44OFS&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:PXSWAPIYAABWUNN5CYQHSOSF3NL44OFS&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,PXSWAPIYAABWUNN5CYQHSOSF3NL44OFS,False,"Wed, 30 Aug 2017 09:34:01 +0000","time.struct_time(tm_year=2017, tm_mon=8, tm_mday=30, tm_hour=9, tm_min=34, tm_sec=1, tm_wday=2, tm_yday=242, tm_isdst=0)"
[HorribleSubs] Nana Maru San Batsu - 09 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Nana Maru San Batsu - 09 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:XH62TKVNOFK76TI6RWQK5WNB6N37NHAR&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:XH62TKVNOFK76TI6RWQK5WNB6N37NHAR&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,XH62TKVNOFK76TI6RWQK5WNB6N37NHAR,False,"Tue, 29 Aug 2017 19:39:46 +0000","time.struct_time(tm_year=2017, tm_mon=8, tm_mday=29, tm_hour=19, tm_min=39, tm_sec=46, tm_wday=1, tm_yday=241, tm_isdst=0)"
[HorribleSubs] Mahoujin Guru Guru (2017) - 08 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Mahoujin Guru Guru (2017) - 08 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:Q6LMRLYT3EAGQKZKGKBOYTDKXTOCQY2V&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:Q6LMRLYT3EAGQKZKGKBOYTDKXTOCQY2V&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,Q6LMRLYT3EAGQKZKGKBOYTDKXTOCQY2V,False,"Tue, 29 Aug 2017 18:58:52 +0000","time.struct_time(tm_year=2017, tm_mon=8, tm_mday=29, tm_hour=18, tm_min=58, tm_sec=52, tm_wday=1, tm_yday=241, tm_isdst=0)"
[HorribleSubs] Aho Girl - 09 [1080p].mkv,"{'type': 'text/plain', 'language': None, 'base': 'http://horriblesubs.info/rss.php?res=1080', 'value': '[HorribleSubs] Aho Girl - 09 [1080p].mkv'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'magnet:?xt=urn:btih:3UIIEFM4FBLE6F2YLDIWJ2HTYAPDMXIP&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce'}]",magnet:?xt=urn:btih:3UIIEFM4FBLE6F2YLDIWJ2HTYAPDMXIP&tr=http://nyaa.tracker.wf:7777/announce&tr=udp://tracker.coppersurfer.tk:6969/announce&tr=udp://tracker.internetwarriors.net:1337/announce&tr=udp://tracker.leechersparadise.org:6969/announce&tr=udp://tracker.opentrackr.org:1337/announce&tr=udp://open.stealth.si:80/announce&tr=udp://p4p.arenabg.com:1337/announce&tr=udp://mgtracker.org:6969/announce&tr=udp://tracker.tiny-vps.com:6969/announce&tr=udp://peerfect.org:6969/announce&tr=http://share.camoe.cn:8080/announce&tr=http://t.nyaatracker.com:80/announce&tr=https://open.kickasstracker.com:443/announce,3UIIEFM4FBLE6F2YLDIWJ2HTYAPDMXIP,False,"Tue, 29 Aug 2017 16:04:15 +0000","time.struct_time(tm_year=2017, tm_mon=8, tm_mday=29, tm_hour=16, tm_min=4, tm_sec=15, tm_wday=1, tm_yday=241, tm_isdst=0)"
